system:index,VH,VV,.geo
481,-14.634533476688311,-9.799521820243633,"{""type"":""Point"",""coordinates"":[79.33552648442702,17.00197657690666]}"
482,-17.47223862069573,-10.135983864636358,"{""type"":""Point"",""coordinates"":[79.28421626705332,17.061646320205337]}"
483,-16.822716460566514,-7.091359544629931,"{""type"":""Point"",""coordinates"":[79.27311741158435,17.072123634428458]}"
484,-18.932255369718224,-12.109257485139844,"{""type"":""Point"",""coordinates"":[79.26962149000217,17.10982739907203]}"
485,-19.907879106479424,-12.738958244816583,"{""type"":""Point"",""coordinates"":[79.2884585660345,17.094725435645486]}"
486,-19.639384386073914,-11.517867796184426,"{""type"":""Point"",""coordinates"":[79.33983473658463,17.05485793735992]}"
487,-18.267974222572082,-12.29687675905425,"{""type"":""Point"",""coordinates"":[79.26888088164166,17.015553300756117]}"
488,-15.734822656888392,-9.067513122317473,"{""type"":""Point"",""coordinates"":[79.34176620184817,17.09891973121827]}"
489,-19.067136898531388,-11.344882595666308,"{""type"":""Point"",""coordinates"":[79.31198166674896,17.064530219162577]}"
490,-19.35246297282069,-12.026951256111547,"{""type"":""Point"",""coordinates"":[79.2386010644668,17.083499559476227]}"
491,-31.457783767556407,-22.797023963290513,"{""type"":""Point"",""coordinates"":[79.3053634620594,17.087221670612927]}"
492,-19.50585761703873,-11.301567558756854,"{""type"":""Point"",""coordinates"":[79.28734553214096,16.998973220159282]}"
493,-18.523400455799617,-10.36044578438452,"{""type"":""Point"",""coordinates"":[79.29232334496102,17.127850062944272]}"
494,-20.051918539417386,-12.80467726284851,"{""type"":""Point"",""coordinates"":[79.19921821311313,17.001063018088843]}"
495,-22.590971689929667,-14.439328024216751,"{""type"":""Point"",""coordinates"":[79.22259907121513,17.09811496042009]}"
496,-18.83518842653784,-11.928981396526906,"{""type"":""Point"",""coordinates"":[79.33521726624916,17.015937236209975]}"
497,-19.275210078024486,-11.735662636259097,"{""type"":""Point"",""coordinates"":[79.2996170638182,17.12909130643999]}"
498,-18.73108850893837,-11.562437200093413,"{""type"":""Point"",""coordinates"":[79.24519542983633,17.019403308258358]}"
499,-20.173510277608745,-11.248814719932422,"{""type"":""Point"",""coordinates"":[79.34676653326376,17.060297874845084]}"
